[2026-09-24T12:25:01.336306+00:00] AUDIT_EVENT | id=24bef148-b7a1-46a5-91d3-3a43979e22aa | name=Mechanical Keyboard | type=sync | client_ip=testclient | status=AUDIT_RECORDED
[2026-09-24T12:26:42.909223+00:00] AUDIT_EVENT | id=f4be010b-2bc9-4a9a-b2e1-7ddc0b0654a0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:42.934613+00:00] AUDIT_EVENT | id=04d56d70-8290-4800-9c54-a6ce104480ba | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:42.961330+00:00] AUDIT_EVENT | id=9e72db2d-d547-45d5-8a89-65a2b0bdb499 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:42.961330+00:00] AUDIT_EVENT | id=b7b90b60-e1f6-4777-85c9-783942a4add1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:42.970865+00:00] AUDIT_EVENT | id=10a8c8fc-a538-4973-8518-0c9bed8b70cd | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:42.992437+00:00] AUDIT_EVENT | id=e16e2e83-05ce-401c-a764-31d08429ceaa | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:42.992437+00:00] AUDIT_EVENT | id=f1829df2-a341-4f25-be93-4da466a2e6d4 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:43.004020+00:00] AUDIT_EVENT | id=ab1a2f82-058f-4ccf-9985-8bede5913021 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:43.036734+00:00] AUDIT_EVENT | id=f9f4738e-c7b6-480c-8bb7-065b7bde4f1b | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:43.036734+00:00] AUDIT_EVENT | id=b138cb3c-24c8-410b-8024-a0a0885fe373 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:43.036734+00:00] AUDIT_EVENT | id=8f3b9a8c-980c-4f2e-92d5-74575609a1b0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:43.063830+00:00] AUDIT_EVENT | id=4639ad25-62d1-4d0d-9a03-ef48d6c3a5a1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:43.063288+00:00] AUDIT_EVENT | id=378e486b-8393-4626-bbb1-bc06e0bdeedc | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:43.063830+00:00] AUDIT_EVENT | id=0a144399-a466-4592-958c-77c77f81762f | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.804709+00:00] AUDIT_EVENT | id=f0dab5ac-3c1c-4072-ae0c-57077295e11f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.804709+00:00] AUDIT_EVENT | id=4f7a17ba-e855-48dc-9bea-054fe95963a8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.806330+00:00] AUDIT_EVENT | id=88023a2f-86d4-4b12-a61e-a41743c216c6 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.806330+00:00] AUDIT_EVENT | id=66dfadff-790c-4966-adb2-804c1e2e6c7d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.810948+00:00] AUDIT_EVENT | id=a7c4109d-2e66-4c86-ad10-b83373cfbe1f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.810948+00:00] AUDIT_EVENT | id=8d917c71-e24d-456f-a6ae-fc7e088094fa | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.821057+00:00] AUDIT_EVENT | id=02aa81f9-da65-4da9-af82-59f35c7f26c2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825520+00:00] AUDIT_EVENT | id=4b7322c1-3398-4907-b26b-c5cccccbf09c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825013+00:00] AUDIT_EVENT | id=7fe0cc1d-1662-4b43-84be-6588fdadaf22 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825013+00:00] AUDIT_EVENT | id=c9928ff0-07aa-4da2-bc7b-2a2790cae1fd | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825013+00:00] AUDIT_EVENT | id=ae21f0f0-420b-4f28-bbf5-a326524d709d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825013+00:00] AUDIT_EVENT | id=c452580e-4339-4d0b-b6d0-78f0cd4e79bf | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825013+00:00] AUDIT_EVENT | id=bbf71398-e388-4c1c-bad6-22ad7c8dde88 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.826157+00:00] AUDIT_EVENT | id=b733fdd9-71eb-4e1e-a063-063597afa11c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.826157+00:00] AUDIT_EVENT | id=7dc31ae3-4779-4820-831a-b418a123d8ad | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825520+00:00] AUDIT_EVENT | id=ef9278fd-d200-46b6-87bc-b1d66d18c2fa | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825520+00:00] AUDIT_EVENT | id=dfef2767-feed-48d1-9045-f18e0d8694e3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.824315+00:00] AUDIT_EVENT | id=7ca78c3c-5f03-420e-9402-22ce805dd2fb | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825013+00:00] AUDIT_EVENT | id=bfa38731-cb21-42e4-86c0-85cad244564f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.825013+00:00] AUDIT_EVENT | id=4ddd0902-1cdc-4ce4-9d16-01c87a432a39 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.893524+00:00] AUDIT_EVENT | id=5705a26a-bf05-4781-889d-ba93a139529f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.892887+00:00] AUDIT_EVENT | id=d2ef33f3-6ebe-4f53-8308-7d4f72ce369c | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.894473+00:00] AUDIT_EVENT | id=50ad3cae-fa5a-42c6-a792-0f94db8f17b9 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.893968+00:00] AUDIT_EVENT | id=01cb8863-3212-4027-a4c6-df3971332b70 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.894473+00:00] AUDIT_EVENT | id=a4239c90-d2f6-4bbd-9606-dd5116a8142b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.898728+00:00] AUDIT_EVENT | id=e3457778-e30d-480c-a6cf-56327a951ade | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.899785+00:00] AUDIT_EVENT | id=6db72067-ead7-4026-a2ca-5fb3cde5f3e3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.913107+00:00] AUDIT_EVENT | id=88e178e8-0238-456c-9a57-8c1a15d69071 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.925161+00:00] AUDIT_EVENT | id=d38a68bc-5f8e-4be6-ac70-477301c60da5 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.925161+00:00] AUDIT_EVENT | id=6707852c-c32b-4f93-8ec1-fe9357469da2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.926214+00:00] AUDIT_EVENT | id=87b58c81-4d13-45e4-a349-bc2ce5c9b7ca | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.925161+00:00] AUDIT_EVENT | id=e9a51dd0-9d4b-4766-b75d-fdf2f26dd4ad | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.925161+00:00] AUDIT_EVENT | id=acf55811-2eb8-4641-aacc-822cd3e66d43 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.925161+00:00] AUDIT_EVENT | id=bb088e1f-8b68-4a5f-a1d4-84cad9fb4ef8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.925686+00:00] AUDIT_EVENT | id=eb9c49d4-573e-4980-bf61-0aa324c5ac98 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.926751+00:00] AUDIT_EVENT | id=d4534926-65dd-481e-b3f2-43d1c4dd3912 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.926214+00:00] AUDIT_EVENT | id=dbde8343-21d1-4f94-b12c-04ea456b0cf0 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.926751+00:00] AUDIT_EVENT | id=aea0f682-c92b-4638-8d7d-25114b543acd | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.975609+00:00] AUDIT_EVENT | id=2fdaaf3c-a486-425b-bda5-c1951c412e3f | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.981405+00:00] AUDIT_EVENT | id=92eb6f2a-9481-4ab2-a4ec-8783aa75032b | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.981405+00:00] AUDIT_EVENT | id=dfd40798-c3a8-4116-a217-5bacf46da372 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.988330+00:00] AUDIT_EVENT | id=543f482c-5cdf-4beb-bbc2-ec5eb9f50069 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.989391+00:00] AUDIT_EVENT | id=88054130-a421-446d-b04d-c2ea32eae192 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.989909+00:00] AUDIT_EVENT | id=8b2a3279-4361-4e3c-92d2-d2f847a432ae | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.989909+00:00] AUDIT_EVENT | id=907a19d1-5091-4a2f-a8dc-18c750c83505 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:49.997044+00:00] AUDIT_EVENT | id=c33a6d7f-670d-4479-a29a-5d15689936df | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.003557+00:00] AUDIT_EVENT | id=29b383d0-99da-4879-aa77-07787ff0b183 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.007202+00:00] AUDIT_EVENT | id=7e33bcc7-7a1c-4462-91e8-726b40d9e202 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.012325+00:00] AUDIT_EVENT | id=c3955a9d-0a69-4737-84fd-ae1ff16d4738 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.016049+00:00] AUDIT_EVENT | id=6564c741-f04a-493f-873e-c692bca53268 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.022261+00:00] AUDIT_EVENT | id=a26504f2-db0f-42ce-bd38-d905057c8312 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.023331+00:00] AUDIT_EVENT | id=5ca008e6-cea8-4fca-a40a-080d149fd6a1 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.023331+00:00] AUDIT_EVENT | id=6cda57b3-e5b9-4998-b5a8-fc60f1c217c8 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.023331+00:00] AUDIT_EVENT | id=051df53f-be1d-43c7-bcbf-aff096af8d0d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.023331+00:00] AUDIT_EVENT | id=1b29f0d2-f107-4583-aff4-d5eec3efb7c4 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.023853+00:00] AUDIT_EVENT | id=dd36cdf8-cab2-4512-ab6f-c6b51a88108d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.023331+00:00] AUDIT_EVENT | id=fc82af36-07e8-4886-863d-9b2f34a451d0 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.023853+00:00] AUDIT_EVENT | id=7c60471c-49a8-4700-a05c-3bd475cdf5f5 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.043910+00:00] AUDIT_EVENT | id=4ee802c0-c2e4-4295-97ab-05cdbc86f2b7 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.053001+00:00] AUDIT_EVENT | id=afa9e346-4452-4d46-a08b-554605dca798 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.053001+00:00] AUDIT_EVENT | id=d7585237-455d-4b53-9111-5ab1dee65954 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.059005+00:00] AUDIT_EVENT | id=810f5c6a-70e1-43e4-98d6-329797847c91 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.063417+00:00] AUDIT_EVENT | id=7ded706d-6298-4f28-ad00-85ad872c80fa | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.067813+00:00] AUDIT_EVENT | id=f171bbce-e3ae-4c1e-90aa-d1057b0741a2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.071048+00:00] AUDIT_EVENT | id=9eedeff3-5e57-46b8-8441-fbc68c08e92a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.073712+00:00] AUDIT_EVENT | id=3b2e218c-a1b2-4f2a-af72-bf3c5fec92fb | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.077408+00:00] AUDIT_EVENT | id=9122cbf1-689d-4e58-a775-5bf8090a2c62 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.082594+00:00] AUDIT_EVENT | id=b72794a5-85cc-4bcf-969a-54e024b239c9 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.086859+00:00] AUDIT_EVENT | id=13bc8f1f-8559-4af0-b82a-9fd47314a0c5 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.090221+00:00] AUDIT_EVENT | id=62e6f44c-5b76-444d-82c8-0777f053d4de | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.100461+00:00] AUDIT_EVENT | id=9d4ee549-1299-4ba9-8c7f-e804dc3891bd | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.100461+00:00] AUDIT_EVENT | id=4699ef47-dadf-4aed-8078-54bcb7e9fd44 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.100461+00:00] AUDIT_EVENT | id=1717bf84-a46b-4d06-b9c8-6c9a004a8a21 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.100461+00:00] AUDIT_EVENT | id=258aae19-f681-4496-9bf6-69f231510cab | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.101585+00:00] AUDIT_EVENT | id=a6ebdb2d-dfd8-424d-9088-7d2e1e4ed8ff | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.100461+00:00] AUDIT_EVENT | id=839e3357-1ea9-4b98-bbfb-caae1197a980 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.100461+00:00] AUDIT_EVENT | id=b89eca1f-3eba-48df-87fa-c7d8c2613da3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.102166+00:00] AUDIT_EVENT | id=97355950-edc8-4269-b3a4-9b3507c827a3 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.106609+00:00] AUDIT_EVENT | id=8d91bb61-ffc3-4201-8bb9-0144c0345e69 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.117247+00:00] AUDIT_EVENT | id=97d5c119-ec6c-46ef-b737-2caede4d12a7 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.117247+00:00] AUDIT_EVENT | id=27c2ca5b-8c9a-4bd8-937b-d942b46456ae | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.123313+00:00] AUDIT_EVENT | id=4571918f-95a3-40aa-aad7-62cd1f36c0c2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.126473+00:00] AUDIT_EVENT | id=4f05a487-7de5-4440-836c-e6d32c1ea9fc | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.126473+00:00] AUDIT_EVENT | id=c5195a52-0de1-4326-b1bf-25cfa380cffe | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.129544+00:00] AUDIT_EVENT | id=d79be4a4-eefc-40e4-8ab8-61a695ec485a | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.129544+00:00] AUDIT_EVENT | id=7c288695-29cd-41a6-b4e6-719d65e34c85 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.133608+00:00] AUDIT_EVENT | id=2359fb5d-b444-4790-8d79-996617b55645 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.138658+00:00] AUDIT_EVENT | id=035d551f-5317-4a71-a3c9-5715ddb21cd2 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.153162+00:00] AUDIT_EVENT | id=650f9799-7885-4f4c-80df-0b89e174da6d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.156914+00:00] AUDIT_EVENT | id=555b2cd5-53d9-4705-be30-c81edb2736db | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.164409+00:00] AUDIT_EVENT | id=731b2dd0-1fb3-4a14-beb2-f39a028ef732 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.173089+00:00] AUDIT_EVENT | id=6ae8f9cd-75de-4d27-aaa1-89309044b769 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.175686+00:00] AUDIT_EVENT | id=ee7cd16d-951a-464d-b9cf-31f01485928d | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.180028+00:00] AUDIT_EVENT | id=762256b8-42f3-4642-9c73-8e36d00443ea | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.181095+00:00] AUDIT_EVENT | id=ef19232d-c13b-483d-9f42-47bb2d3d5792 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.183766+00:00] AUDIT_EVENT | id=925efb98-1f17-4e8d-a30b-fc4a417533e4 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.183766+00:00] AUDIT_EVENT | id=30e2c9eb-5db5-4994-9a73-e1a449c10544 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:50.183766+00:00] AUDIT_EVENT | id=e685efcd-c5f4-4b16-b752-cb7ce46049a0 | name=Benchmark Laptop | type=sync | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.258927+00:00] AUDIT_EVENT | id=1976afe8-a278-4ef0-9e01-58b9b23d738a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.259433+00:00] AUDIT_EVENT | id=f4a72cd3-41ec-410e-82d6-cdb3ba739773 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.259433+00:00] AUDIT_EVENT | id=6fdc92f3-87b4-493c-9da1-772d8fb7c7f1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.259433+00:00] AUDIT_EVENT | id=c7117b9b-754d-4da7-8e38-9f7f97cf70c0 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.275147+00:00] AUDIT_EVENT | id=956d5894-85ff-48a4-b674-6c6bb668e32f | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.275557+00:00] AUDIT_EVENT | id=840b996f-6505-4651-8d4c-6e0b906538f8 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.275557+00:00] AUDIT_EVENT | id=c308f54b-eb06-462d-ac00-c0e5427e4b1d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.275147+00:00] AUDIT_EVENT | id=57225086-a820-477d-a253-e82c1ccbf9d1 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.275147+00:00] AUDIT_EVENT | id=9f18dbd8-6f3c-45a0-92f8-56bdf7a88ee5 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.275557+00:00] AUDIT_EVENT | id=4c8633b3-e7ef-4a7d-93a8-18aa9a5ee91a | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.291604+00:00] AUDIT_EVENT | id=4aa860a6-faa9-4a88-9dc9-a7055ddaa85c | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.291604+00:00] AUDIT_EVENT | id=d039621d-1194-40cf-b7e0-5a6110d7a951 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.291604+00:00] AUDIT_EVENT | id=cb50c559-e83b-47bf-a508-e1c20a225519 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.291604+00:00] AUDIT_EVENT | id=d75f5120-81ee-40e7-b680-a38951f0f2e6 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.293454+00:00] AUDIT_EVENT | id=05a3183a-0348-4efd-98b8-406137c8a13d | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.308557+00:00] AUDIT_EVENT | id=89673559-9dce-40f8-a5dd-4b25e4878300 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.308557+00:00] AUDIT_EVENT | id=3c3ff4cd-cde2-45cb-bdc6-132783da7b26 | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
[2026-09-24T12:26:52.308557+00:00] AUDIT_EVENT | id=bb3d820f-9fe0-4c6b-b94b-80dc7c8004af | name=Benchmark Laptop | type=async | client_ip=127.0.0.1 | status=AUDIT_RECORDED
